t,y_exacta,y_euler,y_rk4,error_y_euler,error_y_rk4,v_exacta,v_euler,v_rk4,error_v_euler,error_v_rk4,error_norma_euler,error_norma_rk4
3.25,0.5228228896054056,0.7190928503167271,0.5228242683368833,0.19626996071132152,1.3787314777635729e-06,-0.19223342934779936,-0.3273063412900754,-0.19222870625713157,0.13507291194227605,4.7230906677908635e-06,0.23825740076268262,4.9202119816070195e-06
3.3000000000000003,0.5107279361124741,0.7027275332522234,0.5107295661178792,0.19199959713974923,1.6300054050955026e-06,-0.29083270906603736,-0.46457878452761936,-0.29082830866165615,0.173746075461582,4.4004043812106985e-06,0.25894312896875205,4.692598037209117e-06
3.35,0.4938201457432053,0.6794985940258425,0.49382201300058043,0.18567844828263713,1.8672573751099542e-06,-0.3846025542071351,-0.5958327154875116,-0.38459852471243183,0.21123016128037647,4.029494703294834e-06,0.2812377414060599,4.441112210785e-06
3.4000000000000004,0.47236207794209367,0.6497069582514668,0.47236416577731266,0.17734488030937318,2.0878352189890315e-06,-0.4727109837041568,-0.7198157799829299,-0.4727073698436227,0.24710479627877308,3.6138605341018426e-06,0.3041578322449051,4.173612806860482e-06
3.45,0.44665610636374187,0.6137161692523203,0.4466583956152579,0.16706006288857844,2.2892515160188864e-06,-0.5543984958954993,-0.8353608560335647,-0.5543953383785366,0.2809623601380654,3.1575169626707478e-06,0.3268775189986117,3.900075111218792e-06
3.5,0.4170406392928207,0.5719481264506421,0.41704310850509096,0.15490748715782138,2.469212270261867e-06,-0.6289841466425992,-0.9413968727633575,-0.6289814816903825,0.3124127261207583,2.66495221667995e-06,0.34870910659137444,3.6330399877787118e-06
3.5500000000000003,0.38388605843519347,0.5248782828124742,0.38388868407860094,0.1409922243772807,2.625643407472289e-06,-0.6958707299691693,-1.0369585605982188,-0.695868588890015,0.34108783062904946,2.141079154305281e-06,0.36907955177452545,3.387952663217612e-06
3.6,0.34759042183199346,0.4730303547825632,0.34759317854678806,0.12543993295056977,2.756714794605042e-06,-0.7545490277442056,-1.1211950459487492,-0.7545474365623258,0.36664601820454357,1.591181879811998e-06,0.3875106184917904,3.1829760026485217e-06
3.6500000000000004,0.30857497807589085,0.41697060248512574,0.3085778389374032,0.10839562440923489,2.860861512354873e-06,-0.804601104803303,-1.1933772159862868,-0.8046000839451981,0.3887761111829837,1.0208581049386822e-06,0.40360435579615794,3.037545038891178e-06
3.7,0.26727953994125947,0.3573017416858114,0.2672824767433963,0.09002220174455194,2.936802136810357e-06,-0.8457026358131474,-1.2529037921635862,-0.8457021998552364,0.40720115635043874,4.359579109936007e-07,0.4170333062718987,2.9689840166177694e-06
