h,error_final_euler,error_final_rk4,orden_estimado_euler,orden_estimado_rk4
0.2,734.466627014569,20.63408932976768,,
0.1,742.437015647445,1.6364122148399909,-0.01557170211525945,3.6564216511257115
0.05,474.8485060466867,0.11587627162953945,0.6448013260059516,3.8198791350085446
0.025,252.37006182542456,0.007710164649915133,0.9119265382959408,3.9096796917892345
