problema,error_final_euler,error_final_rk4,orden_euler_aprox,orden_rk4_aprox
primer_orden_exponencial,0.7150941749497974,1.5215637514387481e-06,0.9772092387273642,3.9849815676978304
segundo_orden_oscilador,0.4549991412764295,2.2873656649003493e-06,1.4064617982179692,4.014823619037
sistema_lineal_oscilatorio,202.9726166765971,0.003197855786073695,0.9119265382959408,3.9096796917892345
sistema_no_lineal,0.12432462347268756,2.286488088018393e-08,1.2013096435721524,4.0259723672844885
