h,error_final_euler,error_final_rk4,orden_estimado_euler,orden_estimado_rk4
0.2,1.3477880173151,2.3353215437893482e-05,,
0.1,0.7150941749497974,1.5215637514387481e-06,0.9143884480238527,3.9399945170139747
0.05,0.36877760964128115,9.709791903844689e-08,0.955382186287631,3.969970595095745
0.025,0.18732478899035243,6.132124141799977e-09,0.9772092387273642,3.9849815676978304
