h,error_final_euler_vs_ref,error_final_rk4_vs_ref,diferencia_final_euler_rk4,radio_final_euler,radio_final_rk4,orden_estimado_euler,orden_estimado_rk4
0.1,1.132808885682474,6.488177743505059e-06,1.132803220210835,1.276618078220739,0.1913948296657143,,
0.05,0.3395944926839071,3.789696573865913e-07,0.33959485969621583,0.37322904253049,0.19139312274975873,1.7380195194569958,4.097659095497428
0.025,0.12432462347268756,2.286488088018393e-08,0.12432464034182503,0.2621484015038954,0.1913930015859554,1.4497010005913982,4.050877033861545
0.0125,0.054066333108191866,1.4035584361916757e-09,0.05406633395705787,0.2232063819493702,0.19139299357028033,1.2013096435721524,4.0259723672844885
