h,error_final_euler,error_final_rk4,orden_estimado_euler,orden_estimado_rk4
0.2,10.951685187175292,0.0006801554981171889,,
0.1,1.671948987832552,3.790323583266898e-05,2.711550145450594,4.165471692149222
0.05,0.4549991412764295,2.2873656649003493e-06,1.8775951029819118,4.050562095094971
0.025,0.1716419295055507,1.41498964313553e-07,1.4064617982179692,4.014823619037
